"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000004766.17"	708.006741906087	0.0253303112439686	0.295151448544015	0.0858214024322876	0.931608392565979	0.992884786563347
"ENSG00000004776.13"	16.5613516446548	0.67275862257745	1.18069466218894	0.569798987089682	0.568814042632893	0.942770992237429
"ENSG00000004777.18"	180.370415170864	0.176144513611563	0.453982802991512	0.387998207092563	0.698017360410487	0.962929306340047
"ENSG00000004779.10"	429.355245398753	-0.369263194469758	0.328152326629673	-1.12527983044435	0.260470473866231	0.825935129775079
"ENSG00000004799.8"	35.9650939782608	-0.952252743350905	0.744656290960669	-1.27878157333824	0.20097398452402	0.776240220026618
"ENSG00000004809.14"	3.41712641651439	-2.45620502735599	1.27191728814164	-1.93110436524113	0.0534701472976547	NA
"ENSG00000004838.14"	36.757570824508	-0.856968305704557	0.781802168633408	-1.09614470269703	0.273015454386458	0.833646959627425
"ENSG00000004846.17"	5.03819700836154	0.0721108761554996	2.12164746096084	0.0339881518877987	0.97288659866752	0.996444982395214
"ENSG00000004848.8"	2.91443615915627	-4.00543330427273	1.99137047284282	-2.011395347524	0.0442837143837159	NA
"ENSG00000004864.14"	2323.26895346014	-0.518863865571295	0.294733181937916	-1.7604528345254	0.0783310578389155	0.583288400593148
"ENSG00000004866.22"	424.617903137529	-0.0634867016526878	0.305335051430771	-0.207924708791851	0.835287755946943	0.980295660298596
"ENSG00000004897.12"	930.985073363657	-0.485024377142259	0.395896675949606	-1.22512869293199	0.220526735891446	0.795697261644209
"ENSG00000004939.16"	17.4449262596906	1.45761944146051	1.21895154181109	1.19579769290485	0.231775516468326	0.802044951013746
"ENSG00000004948.16"	1.8859785975524	0.894014287087529	2.20535515800693	0.405383361424419	0.685195739376178	NA
"ENSG00000004961.15"	588.895015932074	0.800424536986326	0.333489192953283	2.40015135092685	0.0163882942144215	0.300581757346482
"ENSG00000004975.12"	438.269344861931	0.0292325298424287	0.362934716532153	0.080544870773857	0.935803910417349	0.99346402030975
"ENSG00000005001.10"	889.911510762175	1.29494409125871	0.808893427607197	1.60088343787056	0.109402738538642	0.651630444913281
"ENSG00000005007.13"	1401.93229899836	0.165665714264063	0.303328198290539	0.546159952149855	0.58495599205029	0.94529647591822
"ENSG00000005020.13"	659.944377936163	-0.427722268549199	0.292334318006183	-1.46312711920518	0.143432598464629	0.710433647829692
"ENSG00000005022.6"	2619.04450025399	0.025064621877584	0.496360811773375	0.0504967783174386	0.959726516661594	0.995347057044056
"ENSG00000005059.16"	294.222448615374	0.202668896983485	0.450779287451218	0.44959673752849	0.653001240940514	0.957557754450459
"ENSG00000005073.6"	58.8431898292225	-0.370579522996436	0.569707817347527	-0.650472947206162	0.515386770825359	0.928719352874407
"ENSG00000005075.15"	1001.95304313593	-0.303146311404212	0.462719213881119	-0.655140963050856	0.51237700049166	0.927545170923282
"ENSG00000005100.13"	400.949524917821	-0.309933868130781	0.393699568907364	-0.787234461523394	0.431144627236237	0.902058384218987
"ENSG00000005102.14"	1.92878962375843	0.730851578957912	1.42996613048169	0.51109712557438	0.60928304858894	NA
"ENSG00000005108.16"	77.1543421900384	-0.28119437317773	0.765759544799436	-0.367209752836159	0.713462565024328	0.964765491777433
"ENSG00000005156.12"	1039.10601516347	0.0741165548226805	0.312087570410944	0.237486403976573	0.812279465600696	0.978217148571684
"ENSG00000005175.10"	536.098156003548	-0.0757143051998722	0.432891855705071	-0.174903510431151	0.861155451870097	0.983185940998897
"ENSG00000005187.12"	57.6760994514629	-1.16264451137958	1.0209025711761	-1.13883983075896	0.254769965373448	0.821769688384364
"ENSG00000005189.20"	279.353308763491	0.456631189292493	0.379213777717207	1.20415242305099	0.228530671024438	0.799932671812634
"ENSG00000005194.15"	340.712022572286	0.0701531254277135	0.300565352200704	0.233403900063865	0.815447784988942	0.978704896362755
"ENSG00000005206.17"	362.699459216844	0.553532439008929	0.355934424925499	1.55515286031912	0.119909668123024	0.670889806588551
"ENSG00000005238.20"	91.8171815225903	-0.32771956731261	0.596580519643978	-0.549329984003138	0.582779013965645	0.944468964155758
"ENSG00000005243.10"	262.947642712569	-0.0368333828670303	0.644806068400209	-0.0571231951312362	0.954447059545796	0.99415574943592
"ENSG00000005249.13"	48.5265555380424	-0.678855310028448	0.772773181084838	-0.878466446099299	0.379690639053517	0.883004097038323
"ENSG00000005302.19"	563.460140999948	0.0178984105773481	0.30672418451415	0.0583534376518079	0.953467102903588	0.994023389121541
"ENSG00000005339.15"	13212.8787893012	0.232478560405286	0.254711877321414	0.912711895691958	0.361394085879789	0.876775516542441
"ENSG00000005379.17"	178.195418286036	0.115526669186483	0.528018845053205	0.218792700807567	0.826811533041734	0.980118479483512
"ENSG00000005381.8"	0.894852215755796	1.37581643136244	2.50297924018073	0.549671531140266	0.582544686678344	NA
"ENSG00000005421.9"	16.9666382912643	-2.27665738004297	1.83613516969708	-1.23991818119717	0.2150056583782	0.791068133716133
"ENSG00000005436.14"	464.810408703033	-0.101148448153554	0.346906640990187	-0.291572533361838	0.770613478521266	0.973357743819093
"ENSG00000005448.17"	133.894482760592	-1.38798065494218	0.46531970780649	-2.9828537920414	0.00285574379418892	0.126315646470052
"ENSG00000005469.12"	588.355674134396	1.46061298277769	0.355302985792079	4.11089419786758	3.9412978133669e-05	0.0115632960893996
"ENSG00000005471.19"	121.238078772308	-0.112506852441995	0.701380232228439	-0.16040778920235	0.872559854175366	0.983801683336125
"ENSG00000005483.21"	5676.32252092789	-0.14581803941564	0.320960967781268	-0.454317048031252	0.649600647444446	0.957306099155878
"ENSG00000005486.17"	319.224879189766	-0.443044321494532	0.39024784157982	-1.13528961416155	0.25625399235265	0.822393441497185
"ENSG00000005513.10"	1.17013242292269	-3.27445639712182	2.22206469808174	-1.47360983681015	0.140586671303771	NA
"ENSG00000005700.15"	1670.49492136164	-0.878564935090437	0.401330043676919	-2.18913323069754	0.0285871578633433	0.383553088840172
"ENSG00000005801.18"	904.513458617219	0.267102533795654	0.363254413627422	0.735304304023164	0.462154187552913	0.912258755002265
"ENSG00000005810.19"	12701.5451962264	0.728029346395641	0.310832096003665	2.34219488835238	0.019170701513221	0.324709489745465
"ENSG00000005812.11"	790.269568667449	0.327348585166394	0.356185872362331	0.919038655282201	0.358075353786309	0.875304467075752
"ENSG00000005844.19"	596.667290772784	0.309054513021853	0.570736047776124	0.541501652517107	0.588161858944769	0.946137538436644
"ENSG00000005882.12"	481.143875209733	0.593601111612558	0.319707967124699	1.85669790137269	0.0633541462606152	0.538687776851668
"ENSG00000005884.18"	3815.49228445321	-1.01440921047339	0.652380584354981	-1.55493470345436	0.119961621277419	0.670889806588551
"ENSG00000005889.16"	3433.38499805307	0.326200444333835	0.338006810547784	0.965070626255088	0.334509438244666	0.863422666849124
"ENSG00000005893.16"	2603.94424224059	-0.0259705404117613	0.41045027836718	-0.0632732922366996	0.949548882844913	0.993762910649222
"ENSG00000005961.19"	142.038262008898	-0.282220455972303	0.521566130264786	-0.541101961181849	0.588437306543695	0.946203981451138
"ENSG00000005981.13"	1.5959498899987	3.87563271924342	3.24664327023532	1.1937353126457	0.232581522547912	NA
"ENSG00000006007.12"	401.939147419693	-0.179802428840698	0.376572151508367	-0.477471390596718	0.633026488494805	0.953574009266642
"ENSG00000006015.18"	92.6527301194073	-0.312072692334317	0.609693967929844	-0.511851369292579	0.608755035419021	0.950349046133289
"ENSG00000006016.12"	56.4475013298146	-0.287334858281477	0.918475597324057	-0.31283885943036	0.75440309055961	0.970240487041242
"ENSG00000006025.12"	199.59884529325	-0.214745966932289	0.427385396595186	-0.502464446944344	0.615340855264549	0.950625342131007
"ENSG00000006042.12"	209.009552727679	-0.0808952692202426	0.73726614917154	-0.10972329234313	0.912628827328436	0.990746227696062
"ENSG00000006047.13"	171.925482640925	0.0451790391589664	0.69447349061242	0.0650550953631438	0.948130133362129	0.993584717306276
"ENSG00000006059.4"	19.401725133678	2.19081410618023	0.844642240968528	2.59377757814727	0.00949278764921298	0.232906787023443
"ENSG00000006062.18"	419.493631285484	0.307480972203037	0.299418656911848	1.02692656287468	0.304455045326307	0.84994784016457
"ENSG00000006071.16"	13.3284861800629	2.67144577138931	1.63802151611666	1.63089785152679	NA	NA
"ENSG00000006118.15"	426.601827613131	-0.404609127128249	0.548936758887657	-0.737077852006363	0.461075007021226	0.911695519135333
"ENSG00000006125.18"	2138.51327179065	-0.845056404614125	0.592946050977506	-1.4251826169025	0.154104419825343	0.72620659312304
"ENSG00000006128.12"	1.92840096472132	-4.6878330402136	2.92429578688165	-1.60306391071763	0.108920544710798	NA
"ENSG00000006194.10"	401.139720094574	0.259831396904089	0.355287859014178	0.731326416908946	0.464579798515875	0.913228156814516
"ENSG00000006210.7"	52.5970782835862	2.03215202528166	0.9159079611484	2.21872951375341	0.0265051318739966	0.369863698796543
"ENSG00000006282.21"	657.253157270079	-0.183644826203464	0.545715836033356	-0.336520976811526	0.736478035818989	0.968405880486195
"ENSG00000006283.18"	138.739400327398	-0.580777652269468	0.975371208841606	-0.595442685825456	0.551547599632303	0.93675913566613
"ENSG00000006327.14"	47.2361790435043	-1.6555359683267	0.637014643536142	-2.5988978198941	0.00935236074088045	0.230981560623606
"ENSG00000006377.11"	9.26882968054613	-1.24020249048341	1.01786415725042	-1.21843615540368	0.223058272629939	0.79733384561762
"ENSG00000006432.16"	520.447090081793	0.547157553213643	0.392862655219807	1.39274513864777	0.163696873570607	0.738827368176729
"ENSG00000006451.8"	437.87272407826	-0.218430252169906	0.35675322528011	-0.612272676717645	0.540357364147703	0.935026615113957
"ENSG00000006453.14"	1161.2713747563	-0.0371001433670094	0.442622985166669	-0.0838188359175234	0.933200471822493	0.993024128591877
"ENSG00000006459.11"	1854.16854607274	-0.151946640766501	0.492619694154711	-0.308446135161581	0.757742881249604	0.971203549190839
"ENSG00000006468.14"	155.145173561023	-1.93797427797461	0.602495722803999	-3.21657765295881	0.00129729420749409	0.0874746951338875
"ENSG00000006530.18"	558.571239007421	-0.0651489750236303	0.363517850148057	-0.179218090657985	0.857766459402662	0.982734860158119
"ENSG00000006534.16"	232.631915189131	-2.14884376812304	0.852247006334816	-2.52138611476546	0.0116893507175275	0.254909455072161
"ENSG00000006555.11"	318.585617205418	1.45216269900526	0.547478676092507	2.65245526888775	0.00799087150918364	0.214843178297545
"ENSG00000006576.16"	456.903211784602	-0.445373722221024	0.359932190333196	-1.23738230195175	0.215945186055755	0.792582642444141
"ENSG00000006606.9"	9.76045679907173	0.0186813601024051	1.20495672706126	0.0155037601623809	0.98763028467839	0.998109494531523
"ENSG00000006607.14"	897.9943855023	0.537160298869724	0.54600185437119	0.983806729902688	0.325210549723033	0.859089868986473
"ENSG00000006611.17"	202.76969327946	-6.86864612428057	1.96996540180605	-3.48668363311531	NA	NA
"ENSG00000006625.18"	197.187244810986	-0.349946863850774	0.546367537029231	-0.640497174765439	0.521849425307645	0.931711382273903
"ENSG00000006634.8"	446.961726957678	0.326840919309622	0.45636903971387	0.716176801814913	0.473882185413608	0.915522795905496
"ENSG00000006638.13"	30.7844702353361	-2.20838551532148	0.665735525454729	-3.31721146143289	0.000909207736658743	0.0707978446929876
"ENSG00000006652.15"	61.0732434268825	0.749383590868401	0.544680792428454	1.37582158446837	0.168876877208708	0.747898939308925
"ENSG00000006695.12"	644.732146591334	-0.00935026256202913	0.39249375130036	-0.0238227042622998	0.98099402980483	0.996952784356679
"ENSG00000006704.11"	1322.1141748544	0.785132477669659	0.512748560607696	1.53122317250221	0.125714245651581	0.680624240325578
"ENSG00000006712.15"	1691.07183722367	0.0905611125383288	0.286480404718957	0.316116254538146	0.751914269546697	0.969755059230574
"ENSG00000006715.16"	1786.019471903	-0.192219988164049	0.32706719593328	-0.587707940613099	0.556728344771867	0.937985170304536
"ENSG00000006740.17"	84.9897728704323	-2.40715755503242	0.865720168537648	-2.78052613594359	0.00542708909501954	0.175451099510221
"ENSG00000006744.19"	2558.03255416963	-0.356808478247044	0.334217189686206	-1.06759463384289	0.285703405264339	0.841525274902482
"ENSG00000006747.15"	229.209961419124	-0.181942231041794	0.72389933231802	-0.251336370844812	0.801554057563026	0.977171816875684
"ENSG00000006756.16"	631.828695819153	-0.133501025211257	0.67152924246554	-0.198801506723823	0.842418017322853	0.980295660298596
"ENSG00000006757.12"	205.294820793554	-0.066928893667332	0.45498485732783	-0.147101365219959	0.88305201231248	0.985089985760329
"ENSG00000006788.14"	29.4597606795283	-2.98833010473335	0.875777386046534	-3.41220286381609	0.000644401374904159	0.0563254535101413
"ENSG00000006831.10"	267.039457192613	-0.355868308224724	0.326746759881778	-1.08912574482294	0.276098438312684	0.834388822355991
"ENSG00000006837.12"	25.6056395341246	-0.498569454752285	0.768600585510484	-0.64867170823341	0.516550594913726	0.929318535995896
"ENSG00000007001.13"	3.27670219792305	-0.334225616048884	1.78969737751245	-0.186749793707266	0.851856813077634	NA
"ENSG00000007038.11"	120.476270765981	-0.789585263172835	1.36615533092435	-0.577961557737798	0.563290073477766	0.940662092984334
"ENSG00000007047.15"	504.417410852116	0.292420811434771	0.458536953387738	0.637725725864236	0.523652236080701	0.931731310219666
"ENSG00000007062.12"	138.815730302099	-2.73068253239196	1.37989982756366	-1.97889910401194	0.0478273671699797	0.482132548025804
"ENSG00000007080.11"	436.875641650997	0.0781410411585965	0.402059415776907	0.194351974092195	0.845900291957572	0.980295660298596
"ENSG00000007129.18"	27.5311245437932	-0.320751462496404	0.897348706759638	-0.3574435000354	0.720759816404089	0.96666235748297
"ENSG00000007168.14"	2826.6750532933	0.0480873352668093	0.378044814978566	0.127200092056641	0.898782032522977	0.987846332252938
"ENSG00000007171.18"	34.639291292141	3.01970482713862	1.18191082112139	2.55493457981335	0.0106207757287444	0.246003573040928
"ENSG00000007174.18"	58.8374579568804	0.0856547734513086	0.952355907651161	0.0899398772697939	0.928334992067423	0.992395016911343
"ENSG00000007202.15"	6213.2648696969	-0.126642193097214	0.2414624743435	-0.524479811786633	0.599944857738718	0.949230301548094
"ENSG00000007216.15"	0.199878982105661	-0.355410912786249	3.35247101097365	-0.106014611796159	0.915570758983578	NA
"ENSG00000007237.19"	298.046010782759	-0.973161190178709	0.589703487934313	-1.65025510292913	0.0988907708837044	0.630195011572122
"ENSG00000007255.10"	61.1891031585479	-0.477192042185266	0.480275679149348	-0.993579443852864	0.32042765592991	0.856301385499659
"ENSG00000007264.15"	47.757923131093	0.161555001212457	0.700587100625799	0.230599451614436	0.817625993678351	0.978818532101038
"ENSG00000007306.15"	437.232062423652	4.71400051492418	1.17991849741257	3.99519163845761	6.46419433905783e-05	0.0157769265016054
"ENSG00000007312.13"	31.4312591320897	-1.20811423453521	1.02827247295318	-1.17489699113069	0.240035929540593	0.808365806792802
"ENSG00000007314.12"	2.02283577186247	-3.41853534339369	2.07701727520618	-1.6458868128838	0.0997870644391993	NA
"ENSG00000007341.19"	388.655399408763	0.162890260969904	0.268069468447658	0.607641973974778	0.54342495573302	0.935943065127963
"ENSG00000007350.17"	4.18746554047544	0.493561209371941	2.17298030221711	0.227135611339117	0.820318293767183	0.978969829762893
"ENSG00000007372.24"	64.3496045770714	1.13596285536484	1.31979969253446	0.860708531598012	0.389398593031867	0.88657828910735
"ENSG00000007376.8"	53.097109834274	-0.615570470572447	0.46556220673992	-1.32220885127887	0.186098614471469	0.763759172564438
"ENSG00000007384.15"	706.995979517295	-0.0230762849729035	0.513477539192948	-0.0449411769970959	0.964154195486996	0.995365806891242
"ENSG00000007392.17"	652.283608623276	0.233212142437786	0.253076280295376	0.92150928631318	0.356784595178119	0.874707821489029
"ENSG00000007402.12"	37.9157317663972	-1.20971271151581	0.827648156018717	-1.46162678273212	0.143843510948864	0.710768229199561
"ENSG00000007516.14"	72.1305515455927	0.469887471156291	0.687486719414023	0.683485888362757	0.494299864233924	0.925341892854623
"ENSG00000007520.4"	193.972259586777	-0.310447326719699	0.433255397721203	-0.716545779585346	0.473654410414727	0.915494217593475
"ENSG00000007541.17"	265.711809412037	-0.00776568370045743	0.458999958482893	-0.0169187024027735	0.986501472542435	0.998026277982465
"ENSG00000007545.16"	129.051944386518	0.729225535407789	0.389340200470746	1.87297775705178	0.061071456566024	0.53010124130051
"ENSG00000007866.22"	506.557347184078	0.343998197645339	0.223567684610309	1.53867585221427	0.123883450386534	0.677816714634206
"ENSG00000007908.16"	17.9182736207108	-0.740338876515841	0.968603026535577	-0.764336736757707	0.444666598339067	0.906324750945093
"ENSG00000007923.16"	936.101741928549	-0.140521336340819	0.455814435781014	-0.308286279042573	0.757864505690313	0.971203549190839
"ENSG00000007933.13"	362.610955669798	-1.46505210215686	1.09054499597647	-1.34341279595259	0.179138345775149	0.758401129014185
"ENSG00000007944.15"	435.953339163514	1.16208155889279	0.482282420281116	2.4095457558155	0.0159723931022579	0.297799599799723
"ENSG00000007952.18"	8.37246931220728	1.13240718559919	0.90766329313268	1.24760711837408	0.212174970366872	0.788279931886016
"ENSG00000007968.7"	140.519688497268	0.608242412663399	0.621406057148836	0.978816356335766	0.327670726496941	0.859446959288073
"ENSG00000008018.9"	1108.04570535699	-0.415390737385189	0.318255396117766	-1.30521192241303	0.191820695565009	0.766998165801154
"ENSG00000008056.14"	10.3990539092518	0.244231867581386	0.94464698172822	0.258543003159304	0.795987864999897	0.976584487526379
"ENSG00000008083.14"	926.142703885398	1.20138489272542	0.306765304038762	3.91629978002211	8.99184267115125e-05	0.0189478384105492
"ENSG00000008086.13"	1985.29915137789	1.09230329359425	0.428573660685877	2.54869441077215	0.0108127001263131	0.246929532893319
"ENSG00000008118.10"	78.0597792438403	-1.21127145786516	0.928112680557317	-1.3050909477261	0.191861880800831	0.766998165801154
"ENSG00000008128.23"	367.370847614957	0.101306855202874	0.462855790240666	0.218873474933086	0.826748609436677	0.980118479483512
"ENSG00000008130.15"	845.953518107983	-0.270427857204241	0.278566932843738	-0.970782333867089	0.331656681625781	0.86220829489466
"ENSG00000008196.13"	11.064216404652	2.30230223309675	1.81946710258728	1.26537172880063	NA	NA
"ENSG00000008226.20"	56.6267200357538	-0.406148601999907	0.55966983320273	-0.725693217509522	0.468026860632021	0.914542034285531
"ENSG00000008256.16"	330.29406937102	-1.05286324356819	0.395954323800986	-2.6590522701234	0.00783608047388427	0.213109282029836
"ENSG00000008277.15"	202.194485010112	1.02838293315405	0.778304792042039	1.32131132130882	0.186397580611279	0.763829200105912
"ENSG00000008282.9"	1361.15490357019	-0.064973707565682	0.280294647922043	-0.23180502391809	0.816689454808352	0.978818532101038
"ENSG00000008283.16"	285.11123645887	-0.448473337274464	0.43592205631538	-1.02879248888018	0.303577197043895	0.84994784016457
"ENSG00000008294.21"	3609.49094693011	-0.0310200159429706	0.331071571772441	-0.0936958005089363	0.925350806311568	0.99209788128099
"ENSG00000008300.17"	518.789639524912	-0.602867523805289	0.661818401122991	-0.910925901701022	0.362334417095022	0.877035101891541
"ENSG00000008311.16"	1039.01309218696	0.776864054937313	0.596411378646254	1.30256410717826	0.192723618325809	0.767857747747172
"ENSG00000008323.16"	235.827462429818	0.154455262108188	0.535409940519786	0.288480378153308	0.772979048352183	0.973813872060199
"ENSG00000008324.12"	116.45847779687	-0.0537820099019697	0.400460748705429	-0.134300327999263	0.893165093886681	0.986315515079907
"ENSG00000008382.16"	121.423475885111	0.998675885051043	0.402995670096434	2.47813055860393	0.0132072807542939	0.270826033050694
"ENSG00000008394.13"	196.947435645271	-1.27269930271249	1.80862084600123	-0.703684968315151	0.481628983457874	0.918885954629026
"ENSG00000008405.12"	409.423730132845	-0.250095840304164	0.392897971446757	-0.636541439456261	0.524423580272397	0.931731310219666
"ENSG00000008438.5"	6.78593827778659	0.0897597089777786	1.04602926448242	0.0858099405299066	0.931617504228439	0.992884786563347
"ENSG00000008441.18"	1304.42875993816	1.91728012585141e-05	0.415929869452552	4.60962356075783e-05	0.999963220525311	0.999963220525311
"ENSG00000008513.16"	82.1701519895045	-0.00182479526528641	0.521773581755871	-0.00349729332624625	0.997209569338712	0.999478861256951
"ENSG00000008516.18"	21.035117070761	-0.0420524285858719	0.536391672165497	-0.0783987350439272	0.937510879724387	0.99346402030975
"ENSG00000008517.19"	1221.26817407781	-1.0110592809253	0.482459961664191	-2.09563354736789	0.0361147109016903	0.427340645989918
"ENSG00000008710.20"	11116.4089760685	-0.168562340334583	0.320659626346803	-0.525673725298605	0.599114922515275	0.949230301548094
"ENSG00000008735.14"	120.048368430678	1.45049601787699	0.857999457877138	1.69055586755941	0.0909216595644007	0.617264722126848
"ENSG00000008838.20"	1138.17671373269	0.12145916933313	0.243650181364807	0.498498169189847	0.618132959304397	0.950879544250006
"ENSG00000008853.17"	247.980657941319	-2.37604971255862	0.724929306622643	-3.27762954380799	0.00104682683399966	0.0766710412212168
