"Gene Symbol"	"SRR1382274"	"SRR1382275"	"SRR1382276"	"SRR1382277"	"SRR1382278"	"SRR1382279"	"SRR1382280"	"SRR1382281"	"SRR1382282"
"PADI1"	"1.817750002524885"	"31.373526133192946"	"18.90676812668669"	"24.881796991187063"	"22.681233748022898"	"138.06519721026172"	"138.97708823419757"	"109.98557409550241"	"814.92603370851"
"PADI3"	"1.164475313888825"	"1.145066720494467"	"11.146620291043666"	"0.5337918162628373"	"21.37687549980624"	"116.69899756559788"	"9.787720150331245"	"4.035336193162297"	"333.01416521884505"
"HTR1D"	"4.0279127428651"	"1.787851424809397"	"0.6300014552246114"	"1.5386520958682028"	"0.0"	"0.0"	"0.0"	"0.0"	"0.17805816645681555"
"TENT5B"	"11.848316329779648"	"7.28177347412681"	"12.289524608928124"	"7.622780193953265"	"31.976722987059418"	"131.41488581782312"	"49.99569728562147"	"12.348506292426114"	"21.832831567327887"
"CSMD2"	"4.7971831488462096"	"13.934971760283764"	"11.389506268587532"	"16.72753970227832"	"0.9671396409236155"	"1.1638823540733412"	"2.3593824757621933"	"1.5223450432965697"	"1.0113849336742462"
"EDN2"	"4.503956065483885"	"7.750553184232257"	"19.865740247595067"	"20.301892868742495"	"199.3131056273999"	"114.23173727492723"	"52.708496153869916"	"30.10088817810389"	"13.97697217970689"
"CYP4X1"	"5.76679393084085"	"11.938268154170347"	"41.585931775508904"	"35.24640233121545"	"208.7086863957711"	"120.05760505712199"	"15.895483979201618"	"208.1047540567747"	"232.33265320813416"
"RAB3B"	"0.5811442528938127"	"0.6428904527564886"	"0.10907536932136074"	"0.5771885061765375"	"0.0"	"0.0358620210956054"	"0.0"	"0.0"	"0.0"
"KANK4"	"0.5449826498373148"	"1.8086601085033587"	"2.454916148976208"	"0.24981833021165079"	"0.0"	"0.0"	"0.14094529163670425"	"0.0"	"0.0"
"CLCA4"	"20.899950233314296"	"57.33792047894612"	"111.8179171191798"	"58.108357221540714"	"599.3826607076113"	"287.0628382101439"	"434.50702008787295"	"699.1938668951416"	"910.5507729303965"
"GBP6"	"50.728869511943145"	"93.53129831351603"	"101.16420379406118"	"18.409380257093748"	"410.1883930277649"	"363.0337273110815"	"367.5558980708682"	"364.0143950291698"	"288.61279074231607"
"COL11A1"	"21.486164274243862"	"16.26779449478634"	"179.86385622861724"	"43.06680051416822"	"0.5864920020748309"	"0.6049719013554112"	"3.3805784788032214"	"5.7969791804533655"	"1.7551783599928072"
"AIM2"	"65.39268335523921"	"68.93061828834645"	"82.93977002233693"	"17.561579850517063"	"589.147914876878"	"90.73397523067317"	"332.86050724627563"	"183.7729877887113"	"205.92673989809046"
"PCP4L1"	"0.528237805973181"	"5.518981340519784"	"9.41880554004723"	"4.842850930475643"	"101.57613018560036"	"83.77480356164445"	"31.07984024407459"	"114.19074799968081"	"174.8546391604488"
"RGS4"	"10.993691026407376"	"36.0992029657344"	"41.26827041441713"	"44.75532276515093"	"6.2816105139603415"	"2.2290722099476104"	"7.6157846575320045"	"6.608696524179306"	"4.748795108874284"
"REN"	"1.2739319986248587"	"2.609789716735888"	"3.5865777528138683"	"5.19081258490471"	"12.847183233720287"	"9.695663404955956"	"19.7681211090052"	"6.306634217100987"	"65.88915701639984"
"RHEX"	"0.0"	"5.834949954710257"	"6.479875513896526"	"7.91289762725015"	"251.16591797247014"	"68.44123986500412"	"21.763885805512846"	"22.432342452053277"	"17.16952511534488"
"HSD11B1"	"80.55766286542327"	"275.9241603252617"	"24.431584211683358"	"37.152545878341414"	"6.045123345648851"	"6.971747672514716"	"19.37317270170723"	"5.268736853109389"	"5.8628477626009"
"ATF3"	"23.715000945688057"	"28.6977386757686"	"24.153174602695373"	"23.87661364278647"	"1925.2356206821162"	"472.4972183890225"	"180.7883974480466"	"125.28919803295037"	"96.25286778251791"
"HDAC1P2"	"9.996492318222284"	"2.275434802876904"	"9.381243005490711"	"1.414308825242762"	"29.806737294024323"	"36.555663378012916"	"11.011579260163291"	"25.04943132126369"	"36.82546451085312"
"WNT3A"	"0.4957959647518642"	"0.9141232739461419"	"0.23264072428688087"	"0.0"	"8.262610180384529"	"2.447618849676032"	"8.334590002511705"	"11.04502995231271"	"0.39450938215632225"
"EDARADD"	"16.91339197273389"	"10.851591851457746"	"26.16334872235342"	"10.365793581126105"	"100.35721662337316"	"56.88815022084863"	"38.21416254674373"	"111.0268539357937"	"52.94521258766795"
"MATN3"	"10.370962751102784"	"8.40184983957861"	"17.032165651281854"	"11.344812485974597"	"0.966912778866081"	"1.4545116775685083"	"2.7431326419906457"	"0.0"	"0.9377579410824671"
"ASS1P2"	"1.8218373389982647"	"1.1196702079896326"	"2.27961278810628"	"3.7116644362217244"	"6.22800933402907"	"10.118192149836139"	"5.88962316360897"	"22.046576851604595"	"11.597221019856173"
"DNAH6"	"4.671429642730122"	"1.7225886705869802"	"7.272148661007312"	"35.143638188201166"	"0.16908810305277977"	"1.2209115484435498"	"1.4924097647966965"	"1.405700263993712"	"1.1807256527079038"
"MARCO"	"3.983289081999619"	"23.367861166746085"	"70.68466839220233"	"4.149834476017037"	"1.671177443677669"	"1.5642205788458599"	"2.575429885260246"	"2.091449231268416"	"2.01697970808932"
"GRB14"	"17.156498998554465"	"12.07222145802191"	"4.666833679032441"	"30.964035558100292"	"0.765000543908693"	"0.7671855199227268"	"0.8038175570911472"	"0.0"	"0.0"
