B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
0.0209395017014777	0.345197322241779	0.088571378791534	0.0185114578992212	0	0.0165915976092547	0.252212130389384	0.0450786869197118	0.0234871184863078	0.0131639330059746	0	0.00397880550800921	0	0.0703304629942226	0.0731467282714977	0.0104209622504959	0.0117511467700329	0	0.00381059615064702	0	0	0.00280817101045036	0.212	0.94843561523103	0.593426332350864
0.00949857433704882	0.229300724219148	0.00459109077417522	0.0123208044765916	0	0.00794167320406735	0.168913312278445	0.00528481791259093	0.00939218773040602	0.0358476115284553	0.00442769663736092	0.00362852641022885	0.0673630300930388	0.137747414478112	0.105736740404691	0.0140930100573729	0.00888575539723399	0	0	0	0	0.175027030061034	0.162	0.95921849672762	0.575427738287891
0.00864901950397967	0.174074671994239	0.0115211183239666	0.0081196025633898	0	0.00651697076656475	0.127653500485567	0	0.0101801092527339	0.0280875410594549	0	0.00114212143767607	0.0969197367522198	0.222018062970659	0.0561372758371433	0.0171052656162397	0.00899213715543313	0	0	0	0	0.222882866280733	0.553	0.783516193538485	0.738348554834279
0.0236617953399233	0.016974685394009	0.185201105577744	0.00127520735605978	0	0.0151222186646741	0.00584173949675664	0.0494452014630543	0.0286918430770273	0	0	0.0049694741924115	0.0343130418299125	0.0120849549960644	0.266019737670141	0.00149482059786831	0.00912766140257308	0.20724526633745	0.0311755697381273	0.023060463989861	0.0757549719200741	0.00854024095626943	0	0.999740178015285	0.692647536959922
0.00909740605473522	0.14472262174	0.0481081414513059	0.00845731797748554	0.00435986417408681	0.00519910998262738	0.103977018689377	0.109958393657868	0.0040754943812032	0.0348179735676571	0.0115093469982674	0.00296626759794696	0.125739138982879	0	0.0671443282474192	0.00641630227538896	0.00609523100657453	0	0	0.00579099591846021	0.121332060948033	0.180232986348685	0.01	0.99246267231685	0.608322567207764
0	0.00257258208899027	0.011498640728288	0.00175070646275374	0.012909144209781	0	0	0.158818848628916	0	0.0452653331972489	0.0411603891722298	0.00268694566623525	0.176592268897023	0	0.0631888309927739	0.000426614587555436	0.000283149236516409	0.0162178498265987	0	0.0096188167964905	0.236364194988864	0.220645684519736	0.451	0.844151605957844	0.623907960769813
0.0134164807228873	0.178986038572417	0.0401891751804157	0.0103541582739936	0	0.00878271149871567	0.130490821351407	0.0152039038236024	0.0118377886048516	0.0434168004837908	0	0.00363005661229328	0.116241129613198	0	0.0940144766338702	0.0087209313121792	0.0101361973037716	0	0.00295121135275656	0	0.0110845308552683	0.300543587804582	0.014	0.991452703358675	0.555698334910152
0.0117112725155952	0.155606185240813	0.0604126620061105	0.0107399662613239	0.00146083083461566	0.00994304087790537	0.112584743130534	0.0632766186029603	0.0103286954549042	0	0.0012764379790074	0.00881385939807515	0	0	0.304851128686689	0.00129040442028971	0.00467549729316687	0.210761663303794	0.00347225050145487	0.0054312839791639	0.0233634595135977	0	0	0.998678484237074	0.81688448558238
0.024621179373414	0.212265549988968	0.149222227627001	0.0118447290651935	0	0.0173629491428546	0.151648970381178	0.0604466774029864	0.0278085630309712	0	0	0.00491072658709239	0.022864443436752	0	0.165741427882937	0.00518714806729933	0.0114317262914987	0.0686157584694391	0.0180320209097023	0.0117509110746731	0.0178919798711515	0.0183530113968877	0.059	0.982652212737535	0.385824690449484
