"SRR1382274"	"SRR1382275"	"SRR1382276"	"SRR1382277"	"SRR1382278"	"SRR1382279"	"SRR1382280"	"SRR1382281"	"SRR1382282"
4	34	36	24	18	15	8	10	28
220	176	84	84	375	177	265	156	180
11	75	23	110	68	35	33	36	12
1269	2213	1120	1253	1650	969	1485	2331	1665
1	2	2	6	17	3	8	22	12
9	34	9	43	90	142	175	14	138
25	110	96	122	132	119	112	57	91
22	17	0	5	21	7	16	24	14
30	21	7	56	156	30	110	86	24
0	6	2	4	2	1	14	15	4
21	12	7	1	13	3	11	2	26
375	752	292	266	787	499	330	464	227
145	290	210	431	397	452	214	288	293
272	492	521	592	893	2481	550	588	478
55	139	156	31	163	23	9	268	20
67	134	66	68	150	31	60	62	28
218	158	108	124	326	205	285	175	175
348	570	152	67	652	636	741	172	305
0	1	0	0	1	0	0	0	0
31	28	17	31	3	13	34	12	52
49	106	66	80	111	105	116	101	84
0	3	0	0	0	0	0	0	0
0	2	11	9	0	0	0	0	0
4	25	25	22	42	39	24	17	34
0	5	8	19	24	9	15	15	6
19	114	30	69	38	62	46	77	29
36	17	20	12	10	3	8	24	4
468	212	161	334	326	218	423	141	354
0	11	3	7	28	20	5	37	25
8	5	1	3	6	9	4	1	14
34	108	72	69	96	77	78	57	162
2	14	1	5	5	3	20	1	5
0	9	12	59	0	13	9	0	1
40	178	63	54	249	162	303	116	103
147	179	138	120	171	613	137	62	226
19	96	84	148	102	94	159	66	81
121	101	42	29	265	172	161	88	38
46	59	93	140	234	253	137	126	102
6	3	1	1	5	10	2	1	2
152	654	219	183	679	240	547	301	257
0	2	14	5	1	0	2	0	0
9	5	5	6	13	0	3	7	3
41	210	155	83	131	104	114	164	121
796	2013	1562	2049	3170	1328	1978	1855	1201
359	1252	676	584	1527	1453	1564	335	824
34	105	117	139	189	153	147	65	181
27	30	14	12	21	19	27	7	37
1	1	0	7	8	4	5	4	12
192	501	151	174	336	174	296	159	132
0	10	3	0	3	2	4	2	7
3	5	0	1	4	3	2	2	2
5	6	1	31	24	31	24	22	19
2016	3735	927	1050	2254	1577	2473	685	1214
4	6	96	16	119	68	21	43	101
20	28	6	23	19	24	26	36	13
46	52	25	42	68	44	64	48	48
33	19	14	19	10	14	16	12	38
13	0	2	11	6	0	4	9	11
12	11	6	8	29	24	8	2	42
0	20	24	44	16	12	20	8	20
17	36	14	4	55	82	24	36	27
53	38	30	21	78	182	73	25	52
3	5	0	12	3	6	5	9	9
39	54	34	9	44	25	28	60	20
105	70	70	110	82	59	83	163	77
24	132	127	160	300	133	202	131	269
290	38	84	163	2	268	92	1	124
32	95	30	57	72	39	39	36	10
251	744	415	222	807	509	266	409	433
0	5	18	0	21	135	40	0	2
0	8	3	3	5	2	0	0	1
0	2	2	0	12	1	2	0	0
0	0	0	0	0	0	2	0	1
0	0	0	0	1	0	0	28	0
13	11	0	21	14	18	12	7	6
307	62	48	32	114	222	127	68	394
1	11	11	0	48	7	38	8	31
725	1298	1025	866	1085	888	932	805	1001
2	6	3	6	4	2	3	3	5
7	30	1	7	23	68	29	2	46
223	205	122	86	203	153	211	54	211
16	38	13	17	28	28	34	8	22
0	2	0	0	0	0	0	0	0
1034	1864	1184	1829	1866	1536	2420	1295	1221
4	5	1	0	11	7	7	4	2
3	5	12	45	12	4	7	6	0
17	21	6	20	16	36	12	36	21
4	12	21	0	28	32	7	38	21
39	46	28	39	76	46	53	24	50
92	196	107	190	389	228	340	190	421
11	14	21	55	66	249	44	87	17
0	0	0	0	2	0	0	0	0
13	9	5	20	10	2	19	5	6
0	0	4	6	2	5	3	3	2
0	3	4	96	2	2	10	4	42
0	3	0	0	0	0	0	0	0
181	289	90	201	568	289	266	117	313
3	24	32	24	30	12	18	34	62
36	31	15	34	110	27	48	26	20
0	1	0	0	1	0	0	0	0
217	102	79	213	207	331	285	149	182
20	130	35	61	143	121	126	29	76
121	170	51	96	142	225	173	31	137
0	5	0	23	3	7	25	0	4
2	13	15	35	4	9	20	2	13
13	49	30	28	41	21	40	48	32
431	1107	520	594	1034	889	1095	588	527
195	179	84	133	173	99	150	48	107
25	27	36	60	50	56	81	37	14
747	1195	662	543	995	522	588	955	455
89	158	67	128	143	161	115	201	119
17	17	4	3	19	7	15	2	4
251	255	237	371	93	195	248	246	177
8	44	25	41	66	135	86	15	13
22	40	30	2	61	5	29	22	17
1082	719	677	697	1672	1655	1280	845	1855
173	515	496	891	844	1261	1892	454	902
22	62	50	94	78	10	21	93	26
215	124	104	98	284	131	116	159	87
20	21	13	33	32	27	10	16	25
63	79	48	105	88	95	59	44	48
366	420	321	466	736	678	853	575	561
52	405	419	448	893	900	397	350	490
2714	3418	2706	2526	4280	5394	4777	4598	5235
24	58	64	158	10	30	73	21	24
164	345	327	366	437	233	194	409	650
2	14	3	9	45	17	6	6	11
2	4	0	0	1	0	1	0	0
0	9	5	13	21	30	42	4	11
201	189	130	233	169	157	170	135	121
1339	81	58	30	339	866	567	54	27
25	40	38	14	16	16	39	32	17
6	14	13	1	1	3	21	16	43
0	2	1	0	30	7	7	1	0
3	3	4	6	6	7	3	7	2
1	19	14	38	29	5	4	4	4
185	996	170	126	279	1674	236	117	84
41	31	45	94	69	24	22	87	34
15	42	53	55	88	80	118	28	57
82	29	21	26	48	36	31	22	57
23	7	13	9	34	46	9	33	17
1	2	2	0	7	0	4	0	0
69	54	46	9	80	54	52	70	64
7	20	4	70	17	8	20	11	18
46	31	19	21	75	62	95	25	38
10	8	12	5	25	11	10	23	21
80	49	23	121	22	60	128	22	43
100	519	237	163	404	451	356	169	323
32	29	7	22	34	16	19	14	21
377	574	242	453	590	826	746	571	563
44	54	48	30	110	114	104	58	110
0	0	0	2	0	1	0	0	0
0	2	0	54	2	6	1	0	2
268	479	181	104	517	258	389	342	196
0	26	14	23	33	33	10	9	14
259	379	131	244	219	319	434	180	167
55	70	67	72	76	48	40	113	86
157	136	61	130	133	109	302	135	137
0	0	1	0	2	42	12	0	3
0	2	0	1	0	4	6	0	0
250	906	798	450	1647	914	595	880	674
14	33	21	15	32	32	50	44	9
475	1187	827	1450	1124	1161	1410	582	1235
21	47	100	59	68	330	109	256	42
160	499	276	271	850	397	284	457	252
110	119	97	63	220	212	99	184	82
0	18	3	24	8	19	12	0	0
3	15	14	10	12	18	9	3	11
1	8	7	11	16	6	5	24	5
22	22	24	17	15	15	15	20	13
377	1231	1162	896	1228	1056	990	1569	1011
315	1033	1224	1188	1544	1120	936	1834	1633
15	15	7	28	28	7	19	9	21
39	73	24	46	82	35	49	22	29
186	57	54	14	82	498	18	62	365
2	11	8	5	16	7	11	15	16
25	20	22	31	42	47	32	19	42
156	137	59	84	86	71	115	30	42
22	94	34	59	212	53	98	25	48
123	163	99	188	345	215	317	179	283
71	100	57	115	422	200	205	109	82
0	0	0	0	0	0	4	0	0
21	112	37	141	106	126	121	34	49
49	174	155	149	160	67	47	102	58
653	888	517	687	1003	934	467	409	643
27	16	12	9	8	6	13	6	8
0	2	0	0	0	4	1	0	0
25	9	9	12	23	11	2	7	21
1956	2235	1380	1107	2328	1664	989	1416	988
5	17	10	11	15	10	15	4	26
7	124	38	32	89	41	47	83	40
216	115	64	191	154	196	95	69	171
101	193	155	160	205	147	129	174	97
5	3	0	0	1	10	12	3	0
285	387	159	70	458	217	243	216	142
78	933	272	406	404	323	286	184	149
34	63	51	9	51	67	45	20	73
40	57	19	76	56	77	138	40	74
72	17	35	55	33	76	61	75	54
2525	3792	1825	1682	2620	1730	2926	2011	2172
0	0	2	0	0	0	0	0	0
7	2	0	0	0	6	0	0	0
81	139	57	57	115	102	70	81	88
7	17	13	58	38	60	40	22	44
0	8	2	0	2	0	0	0	0
14	68	25	67	55	54	42	31	33
26	31	42	49	90	117	84	47	64
1	1	1	4	3	4	2	3	6
1	3	1	1	0	0	2	0	1
10	18	7	73	35	34	30	15	6
28	90	8	8	122	119	31	44	40
36	28	10	43	68	30	74	14	18
8	7	15	1	5	0	13	4	3
196	204	119	87	143	142	169	89	100
19	47	26	9	37	54	19	36	14
67	74	46	29	89	97	108	59	104
17	23	19	15	37	27	36	31	8
5	17	2	4	11	11	11	9	14
61	118	78	76	127	219	143	107	105
108	62	60	88	113	57	65	92	26
59	29	39	28	13	11	47	15	31
167	351	189	259	373	415	402	389	200
163	158	84	119	204	325	196	155	139
145	72	97	111	130	238	118	155	155
29	78	47	32	39	68	71	39	25
0	3	2	0	4	0	1	0	0
176	153	86	256	111	107	206	30	162
171	188	73	147	175	149	159	195	128
1141	2121	2001	2019	2356	2434	3200	1006	2241
30	18	7	65	21	38	23	11	45
79	161	102	125	88	179	69	164	88
68	386	264	342	444	196	227	225	361
49	235	146	80	334	125	151	126	108
0	55	14	97	17	23	79	21	23
115	237	232	173	539	211	238	342	301
2	32	94	45	106	140	48	24	78
232	690	360	144	422	251	431	305	489
103	257	130	250	256	211	343	103	169
0	8	9	18	10	0	16	13	2
0	0	0	0	2	0	0	0	0
4	12	17	4	23	131	40	29	21
58	131	37	50	186	85	76	92	39
1	10	1	7	2	1	1	0	0
1	142	21	23	11	131	32	1	2
0	2	0	0	0	1	1	0	0
821	1424	1156	920	1785	1223	1717	1476	1257
2296	6886	3826	1953	8923	3232	4178	4058	4869
103	62	93	55	140	145	99	83	61
19	51	54	44	183	69	80	37	42
63	58	17	47	97	70	93	27	73
20	50	46	51	70	29	40	53	56
3	20	28	13	7	4	27	22	0
127	373	9	10	0	4	6	0	0
14	41	32	54	104	27	28	77	67
0	4	4	0	0	1	0	3	0
67	50	43	150	10	89	108	28	31
0	8	11	12	56	15	9	20	17
116	34	98	54	188	243	266	219	105
20	5	7	33	15	2	8	23	2
0	0	7	109	4	22	1	6	7
17	94	33	2	14	32	44	18	15
35	73	139	29	433	125	73	161	90
26	21	19	25	44	12	32	9	7
4	10	10	19	24	28	23	6	10
0	1	0	1	1	1	0	0	2
27	21	51	82	64	56	16	34	56
0	2	1	1	3	1	0	1	0
22	24	6	5	16	7	3	10	5
58	95	91	113	158	109	186	129	120
0	0	3	1	1	1	3	4	0
30	91	98	114	120	326	86	215	309
8	1	2	12	7	5	6	5	9
0	0	0	1	4	0	1	0	0
439	709	502	787	1367	825	1009	705	760
0	2	7	28	5	3	2	14	0
14	1	6	0	2	8	3	0	1
1	1	3	0	2	5	2	0	7
34	135	63	42	94	76	75	39	122
9	13	10	5	39	39	15	14	8
0	6	82	14	1	0	57	5	0
18	11	23	14	31	26	34	5	6
5	15	46	70	32	17	40	4	20
507	1720	661	924	1670	973	1100	1670	650
10	63	39	36	72	28	27	65	24
44	12	6	1	3	2	18	7	0
5	1	2	0	1	4	4	0	2
403	88	59	149	14	18	152	9	29
18	39	24	16	38	22	38	10	17
25	37	21	20	55	20	31	20	24
125	298	132	244	538	259	329	217	201
33	54	46	28	105	102	67	75	80
35	16	5	22	56	19	25	11	0
24	45	31	41	116	17	91	96	26
0	6	1	17	3	1	9	7	0
0	16	12	15	20	21	10	3	8
299	368	127	346	365	374	364	233	163
78	200	62	48	43	174	145	47	35
19	16	14	22	33	5	11	11	16
22	45	18	30	26	47	65	31	30
0	0	0	0	2	0	3	0	1
3	3	3	10	5	15	6	1	7
0	2	0	0	0	5	0	0	0
5663	11463	8221	4477	7003	5256	6278	4395	4461
0	1	1	0	2	6	0	20	3
46	56	70	47	91	71	79	56	68
142	158	205	87	309	232	289	209	201
51	49	41	26	37	58	32	9	42
14	52	60	31	92	66	33	49	14
0	2	4	0	1	15	2	0	0
871	1934	474	299	850	683	765	538	296
18	57	21	36	57	122	73	74	41
12	20	5	9	21	35	22	3	9
0	0	0	0	6	0	0	0	0
0	29	11	43	17	20	16	6	14
27	47	61	123	169	44	90	43	110
0	1	2	0	0	0	0	0	0
129	111	57	103	72	96	146	66	48
0	12	8	3	10	3	4	4	3
1257	5303	1816	1405	2760	990	2043	1102	739
53	90	58	66	138	106	29	92	25
80	199	137	45	279	96	106	224	114
25	68	91	80	110	139	70	39	65
2	7	8	6	3	15	5	3	8
3	16	9	13	18	12	7	8	17
7	21	23	15	16	13	22	15	5
41	34	48	127	30	31	41	14	29
336	299	106	130	230	147	232	54	184
223	756	617	587	709	344	486	441	416
314	76	70	122	134	190	186	87	155
87	176	74	19	165	141	211	46	84
18	51	18	16	63	14	36	23	12
8	28	22	31	12	4	11	38	18
139	111	59	64	237	128	171	106	165
57	72	26	41	97	51	65	52	54
12	0	0	0	0	0	0	0	0
0	12	3	0	5	20	10	1	10
138	397	82	80	270	149	207	140	198
82	202	67	49	112	116	111	56	104
324	403	157	301	201	191	231	234	321
0	1	3	1	3	0	0	0	1
1	4	1	0	1	1	0	0	0
2	2	0	0	6	0	2	2	2
46	171	94	95	161	154	135	63	94
52	84	78	50	49	84	130	21	85
12	16	7	0	16	3	12	2	1
709	1064	515	516	343	296	497	210	289
78	339	220	154	298	284	422	198	196
8	3	2	0	9	5	2	3	0
206	274	285	289	291	207	480	368	367
44	62	69	57	30	24	95	20	8
5	2	0	3	0	0	0	0	2
19	26	28	9	4	21	73	0	125
7	3	16	5	10	30	9	2	6
489	664	637	918	1432	1882	931	1713	537
204	865	229	114	763	474	417	281	155
244	875	293	278	1128	726	394	122	273
0	13	0	3	0	0	0	10	1
696	1261	1269	1725	2110	1845	1327	772	526
9	10	32	2	16	13	32	29	0
3	12	8	2	18	5	3	4	5
2	2	4	2	1	4	7	0	0
64	68	48	67	123	118	68	117	85
173	457	120	150	322	358	294	263	153
165	467	209	244	522	436	529	365	531
2	14	7	0	9	5	1	1	1
38	109	44	96	119	118	94	54	83
0	7	21	14	0	0	43	0	0
76	89	64	98	35	203	62	8	7
2	13	16	13	26	11	5	27	14
9	16	41	65	40	32	27	86	48
4	22	13	11	20	11	20	31	15
3050	4872	1197	4296	3539	4176	5325	1791	1000
109	236	123	169	212	227	182	202	171
5	12	17	18	15	11	15	9	10
71	135	74	157	195	106	138	128	114
15	70	8	26	27	10	26	0	21
598	704	298	560	456	452	496	71	414
35	30	25	24	57	22	27	29	8
2	12	15	29	39	4	6	41	36
55	43	36	40	77	164	157	55	119
0	6	8	0	1	0	9	0	2
23	5	8	5	8	11	8	5	22
48	21	19	53	33	32	26	27	30
15	12	1	30	1	8	4	2	3
13	24	45	22	55	25	25	31	36
8	111	120	125	55	96	62	40	196
0	2	4	4	2	8	11	4	4
27	20	27	31	77	124	19	75	120
54	95	0	0	0	1	2	0	6
18	5	1	4	3	9	2	0	10
14	335	109	22	725	476	255	259	190
41	101	76	133	140	147	90	150	102
81	180	98	239	101	102	384	63	98
36	40	33	22	49	38	40	24	31
0	1	3	0	0	0	0	0	1
11	17	3	4	7	0	4	4	3
663	288	227	297	698	537	567	463	529
63	439	93	79	354	153	218	163	225
0	1	0	9	0	0	0	0	4
3	25	9	13	108	69	19	44	17
861	3405	2341	2246	3499	2526	1552	2687	2309
121	496	408	278	681	970	256	290	786
57	34	58	92	7	5	49	2	0
0	1	0	7	42	9	12	39	8
1	0	2	0	0	8	0	0	0
0	2	0	17	29	2	204	23	29
7	27	5	9	42	1	65	59	0
18	24	51	81	105	66	57	55	53
9	20	26	46	13	14	15	47	27
0	7	10	17	28	10	1	23	8
3	10	1	36	5	5	13	3	8
0	15	33	22	7	19	15	12	7
212	279	170	242	517	353	350	155	265
0	12	12	3	7	0	6	3	2
0	2	2	5	0	0	0	0	0
136	125	121	90	160	93	109	134	67
4	18	4	2	6	2	3	9	2
2169	3602	1798	806	2636	3924	2980	738	1714
39	77	53	77	98	77	45	112	77
53	189	20	94	57	56	172	9	34
11	29	21	59	23	24	20	1	61
60	79	71	57	149	91	94	92	113
0	11	4	48	1	6	8	3	9
0	2	0	0	0	1	0	0	0
11	37	14	17	34	42	31	24	9
273	493	222	345	763	322	426	372	240
23	43	39	115	65	29	57	33	38
70	162	9	35	221	61	167	164	51
43	44	44	210	28	244	79	14	44
3	1	4	3	4	4	3	3	6
222	142	83	228	181	125	364	110	206
170	79	136	268	102	44	133	30	85
6	16	12	17	19	5	3	5	7
38	25	10	39	60	42	45	11	35
10	12	51	52	45	69	43	33	66
2	13	1	6	15	1	9	13	3
288	569	495	966	1179	514	655	473	618
9	8	8	6	17	4	14	20	27
0	5	9	2	18	11	2	8	4
132	381	103	246	336	207	290	238	164
792	960	533	401	574	900	365	927	450
0	2	0	6	17	0	8	0	0
74	95	44	117	126	75	128	92	67
56	45	51	44	40	38	122	79	60
16	24	14	6	19	15	22	34	4
13	30	22	78	11	106	64	24	38
7	13	3	3	10	24	20	14	10
0	0	0	1	0	0	1	0	0
0	10	0	1	0	0	0	0	0
14	21	22	48	55	74	34	47	48
11	8	8	8	0	1	2	1	20
66	95	41	53	54	38	39	66	66
14	72	25	49	29	112	60	61	45
14	36	21	4	34	21	13	22	17
0	1	0	0	0	0	2	0	0
507	857	171	173	296	410	298	187	300
7	13	6	5	32	12	13	6	3
21	101	24	45	39	35	108	66	42
14	138	175	96	95	87	56	285	44
0	16	6	1	24	24	16	4	9
96	393	25	59	188	159	137	119	88
0	5	3	3	3	1	5	5	0
263	419	192	275	681	425	374	259	545
4	14	18	5	36	11	14	44	37
1	26	23	29	71	46	26	73	35
264	147	166	36	176	277	430	148	259
75	64	55	49	231	143	154	174	217
0	4	0	0	1	2	0	0	1
65	91	83	104	132	103	78	123	84
971	790	509	725	869	662	1067	556	518
66	161	137	211	167	157	141	104	138
131	366	167	166	537	637	569	236	617
29	5	216	33	1	50	43	0	0
26	59	58	109	133	34	89	74	150
528	1515	1050	1588	1789	894	1194	1259	938
2053	433	78	99	237	305	535	67	274
41587	33590	14398	20966	24781	34451	32372	10111	17252
7373	1486	740	3821	1607	545	961	716	2718
30	191	130	74	62	381	58	35	93
341	137	129	85	351	279	331	311	478
130	358	266	216	476	540	343	305	378
104	591	195	173	758	747	549	227	264
15	42	36	15	48	37	41	32	17
17	166	53	69	71	45	63	52	9
110	142	117	178	258	112	145	129	187
1	12	20	7	12	3	3	17	8
82	50	72	40	44	87	89	87	78
24	51	12	30	30	78	44	47	17
3	12	4	0	7	1	6	0	7
26	95	56	41	76	107	74	77	45
982	1410	1423	1429	2228	1670	1002	1870	767
12	85	46	86	54	56	72	94	52
7	75	18	19	72	26	48	13	2
44	20	24	40	25	14	107	22	26
111	244	71	101	233	253	294	77	172
26	77	44	91	35	105	72	74	62
63	176	152	156	98	158	119	203	119
224	70	125	71	272	159	40	266	87
13	57	42	43	73	153	70	16	241
390	483	364	539	716	692	990	362	550
2	60	19	19	1	6	35	2	0
1	0	0	0	1	1	0	0	0
1413	2153	1998	1106	2208	2457	3832	2185	3572
163	492	225	159	339	252	350	277	318
16	60	63	42	97	87	70	117	138
17	70	49	72	125	188	83	95	158
1	10	22	62	31	21	28	14	28
386	169	52	187	437	182	111	118	442
50	260	138	157	187	40	67	156	71
26	67	29	34	60	63	76	55	111
57	276	170	151	161	155	311	204	109
149	227	50	91	118	153	199	32	49
62	91	195	113	116	33	76	123	0
0	0	0	0	2	1	0	0	0
9	5	4	34	28	57	19	56	32
1	20	35	25	3	9	25	3	1
161	202	94	157	231	128	239	139	177
255	327	192	279	307	116	222	228	249
1593	878	705	1154	1406	1162	1102	1052	1918
193	78	50	34	111	69	120	60	111
116	57	26	187	53	29	62	70	70
0	4	4	0	5	0	10	0	0
0	0	1	0	1	0	0	0	0
0	4	1	3	7	50	1	1	1
2	35	50	27	32	24	7	53	13
41	44	28	42	67	21	26	39	17
171	192	73	147	327	102	201	72	97
35	81	55	42	150	46	80	47	60
24	47	97	64	266	175	180	118	134
29	80	57	101	55	23	23	73	93
108	164	112	252	200	401	173	163	179
41	46	19	59	52	84	45	23	75
18	89	45	32	92	40	54	109	46
0	0	8	0	3	0	0	0	0
0	2	23	426	3	147	11	2	3
9	15	1	17	23	34	22	10	25
0	3	3	23	0	0	0	0	0
0	1	0	0	5	0	0	0	6
83	184	114	338	203	251	406	121	339
46	251	228	305	374	134	68	411	184
117	479	150	128	249	216	251	110	174
48	97	56	89	96	57	67	53	60
6	11	5	8	27	9	17	14	12
0	5	2	0	0	0	0	0	2
27	20	16	23	69	51	37	46	38
4	3	0	0	0	0	0	7	0
65	79	95	113	63	117	71	127	94
28	36	38	21	51	56	62	21	81
0	2	7	1	0	0	18	1	0
2	1	16	0	6	5	1	3	3
69	29	15	42	7	57	36	2	22
180	297	98	168	267	286	243	319	250
78	278	156	420	93	26	229	56	77
39	28	26	47	66	29	7	123	40
18	61	14	14	64	99	2	43	100
256	817	770	1287	467	852	1948	119	659
60	388	484	910	252	96	821	92	143
13	24	17	34	117	33	28	56	15
26	1	0	14	1	4	0	0	0
9	25	25	6	75	15	8	75	34
0	11	25	5	1	1	8	7	1
318	242	211	287	328	421	434	302	328
15	32	49	39	122	63	27	85	56
1	0	0	1	3	2	2	1	0
25	106	90	125	7	2	58	7	6
14	126	88	95	44	208	161	185	50
15	58	19	12	32	21	26	12	9
2	1	1	0	0	0	0	0	0
5	58	32	52	68	16	45	27	77
2	4	3	9	5	2	3	0	0
17	13	12	15	16	6	4	8	19
22	53	88	173	115	102	94	98	84
15	21	4	21	15	13	19	2	11
0	10	18	78	0	19	36	2	0
75	111	140	182	154	111	102	199	179
472	272	240	499	322	535	452	305	650
0	0	0	0	0	0	6	0	0
104	68	48	63	64	90	68	75	36
25	5	10	8	33	34	30	27	16
181	143	46	208	298	360	147	27	78
22	24	19	23	40	28	38	14	32
0	3	4	0	2	2	6	2	4
0	0	0	0	3	0	0	0	0
0	0	0	2	9	0	0	17	7
89	205	133	168	319	137	124	269	152
88	170	60	88	91	98	102	120	57
51	134	109	94	123	83	126	105	90
24	8	10	51	12	15	10	7	12
10	16	23	27	22	88	32	30	78
6	1	1	12	0	4	3	0	0
34	8	3	31	12	53	6	20	9
52	150	46	48	106	65	70	105	40
2	7	0	5	1	6	4	0	4
0	0	25	0	0	0	12	0	0
20	5	1	4	21	34	12	2	6
4	14	8	18	34	28	38	12	34
6	8	4	0	7	2	7	0	0
2	0	0	0	0	0	0	0	0
4	13	10	35	1	3	24	9	0
69	257	94	134	257	103	114	140	129
0	4	0	0	2	3	7	10	34
10	15	9	0	95	89	21	34	22
180	71	59	189	189	205	130	226	135
42	108	248	479	345	146	114	101	260
18	57	62	64	134	20	39	302	85
70	141	64	116	281	191	247	172	159
122	128	193	536	249	209	175	54	178
128	243	85	68	319	94	214	178	141
12	64	30	102	94	19	22	55	9
8	8	9	26	44	24	16	15	12
33	27	7	37	124	66	86	19	68
21	43	30	96	120	226	263	22	166
25	41	48	12	69	32	31	33	46
6	19	11	3	23	15	11	20	24
23	42	75	23	118	215	73	40	200
13	44	34	67	78	241	73	10	97
70	97	51	49	104	58	60	73	94
48	51	120	121	142	189	92	231	98
0	0	0	0	2	0	0	0	0
294	397	196	173	458	510	408	254	280
512	521	865	993	1949	824	1541	2048	2921
16	9	4	7	22	13	2	9	10
233	356	176	301	333	331	420	211	415
885	869	317	643	966	640	1039	559	562
18	54	66	44	38	65	80	38	11
0	0	0	3	0	0	0	0	0
0	4	3	1	2	3	3	0	7
13	180	64	117	92	72	78	61	58
110	66	133	90	456	290	176	188	46
1	0	2	4	1	8	4	1	4
40	137	51	29	40	29	1	52	20
1	2	0	10	14	31	1	3	67
0	5	0	0	0	0	0	0	1
0	12	2	9	12	3	15	0	9
373	872	773	949	2133	2592	1068	1480	2076
3	6	2	0	0	3	1	8	0
0	6	22	33	14	14	37	23	33
1	6	13	16	16	8	11	18	2
36	36	41	213	53	33	25	15	36
24	109	62	55	165	81	74	52	56
0	0	0	13	0	0	0	8	0
53	135	63	44	225	108	120	119	74
3	45	12	19	16	37	28	9	10
11	12	7	0	16	20	9	18	25
231	1040	236	382	165	187	503	113	100
75	190	90	48	196	156	162	73	127
855	1807	674	661	1773	743	857	887	381
0	2	1	2	0	0	2	4	0
0	0	0	0	0	0	0	2	0
2	42	19	11	31	21	7	36	35
75	95	42	49	153	58	96	91	42
166	267	290	157	313	718	251	305	294
149	188	220	97	403	412	158	200	114
2	9	10	21	19	19	25	17	25
1703	2418	2844	2005	6816	1741	2022	1932	1763
22	32	36	17	31	31	24	35	17
28	65	21	7	37	15	20	8	15
0	39	5	9	7	1	4	2	0
12	13	6	18	9	8	29	23	12
197	413	346	305	600	308	504	502	391
33	27	13	34	18	19	33	40	28
0	5	1	1	10	28	28	9	50
118	19	8	215	66	18	29	29	27
2	1	1	0	0	0	0	0	0
108	84	131	1702	139	220	40	94	51
47	134	72	185	88	90	37	66	54
39	164	47	155	46	75	72	130	59
55	78	43	39	140	111	38	51	79
50	21	5	42	9	17	4	15	33
3	9	6	4	23	7	2	9	10
10	15	0	1	5	3	15	3	18
86	117	91	217	322	52	78	167	78
0	0	0	0	0	0	0	6	0
442	1633	297	138	1050	1535	1120	289	208
98	161	133	182	299	237	111	159	157
16	19	30	19	38	10	27	5	16
39	32	30	53	134	19	37	74	51
0	4	8	5	2	5	3	4	6
18	16	27	12	0	0	19	12	0
2	3	12	16	10	7	8	10	5
0	0	0	2	0	0	0	0	0
1	8	0	0	0	2	0	0	0
109	105	62	107	144	262	222	63	85
63	56	23	35	45	38	61	20	11
0	3	2	7	6	5	3	0	6
0	12	54	74	4	62	44	7	15
0	5	0	0	0	0	0	0	0
28	67	57	34	162	67	40	78	50
253	198	240	333	820	419	587	610	649
3	6	10	14	25	20	9	10	12
5	50	22	12	114	15	25	50	25
69	224	58	104	37	19	133	32	81
56	110	77	133	135	162	155	171	111
8	191	95	112	413	68	108	316	91
1	1	0	0	0	0	0	0	0
23	23	14	42	56	34	48	14	67
237	117	74	162	224	265	268	106	164
2	0	4	0	0	0	9	0	0
2	33	12	2	41	32	10	28	36
95	187	170	116	321	103	108	237	213
15	15	15	11	18	35	20	12	27
82	113	79	128	174	87	107	123	40
28	50	8	12	26	145	70	7	26
0	8	8	27	9	2	4	3	3
19	33	37	30	43	54	21	33	1
2	25	64	15	45	101	42	33	65
44	182	124	212	215	335	127	267	123
3	10	11	13	17	4	15	4	5
61	65	49	119	100	21	80	72	34
32	237	92	59	222	152	161	144	69
670	1550	586	439	963	496	555	626	265
0	2	0	2	1	1	0	0	1
3	0	0	0	0	0	2	0	0
50	129	114	63	145	149	48	114	83
4	21	18	10	10	31	22	0	10
51	36	35	50	58	66	32	70	71
280	849	598	452	1001	566	545	462	511
0	0	0	6	0	1	0	0	3
9	18	12	17	26	13	14	9	4
0	0	0	0	2	0	0	0	0
15	9	2	0	5	6	2	6	10
13	47	27	81	60	122	37	51	70
0	0	1	0	2	0	0	2	1
62	34	24	61	32	28	36	3	18
93	369	158	135	459	161	274	212	203
1	7	9	0	21	26	13	5	8
1	0	1	8	6	8	1	1	2
9	84	68	37	182	176	118	85	106
31	63	61	42	108	89	65	51	43
1259	1053	706	1320	372	1277	1079	790	683
0	90	31	60	53	19	6	77	26
32	79	43	80	479	59	26	719	168
26	98	45	9	56	23	67	20	107
0	5	2	4	10	2	0	1	1
14	14	13	2	26	15	8	31	12
167	288	104	185	332	230	97	84	66
59	72	92	154	191	156	95	63	156
297	451	645	336	1442	658	460	651	439
29	8	5	7	10	14	74	16	14
0	124	74	0	0	0	22	25	9
32	34	50	60	189	134	117	72	103
30	24	12	16	24	12	27	65	17
0	3	0	0	2	0	1	0	0
1	2	4	7	6	3	4	11	3
152	115	157	186	197	208	211	186	370
25	24	26	104	41	45	52	34	105
8	11	2	4	14	5	18	37	23
2	11	5	5	15	7	17	9	7
2977	4625	3192	2228	3568	1758	3387	1430	1916
278	240	181	307	305	262	370	191	92
22	106	106	62	377	276	123	151	160
0	0	1	1	5	5	0	0	0
30	81	56	98	92	55	61	68	84
81	145	59	25	142	173	252	157	86
20	18	10	49	17	22	5	10	15
362	802	423	254	541	178	329	728	226
522	1045	602	618	990	682	346	708	649
