baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENTREZID
2.4380656072152	0.97283523242375	2.19240577786639	0.443729551456709	0.657238127346536	0	645520
0.323809172108631	2.12705246770325	3.31018282757627	0.642578545808203	0.520497607839428	0	79501
0.559450485525712	-1.31960841544518	3.29917914313124	-0.399980831047793	0.689170635538916	0	100420257
45.3022506920551	0.192828537511046	1.00070628879104	0.19269244099985	0.847199843720973	0.980788394867469	728481
169.612828350594	0.602020441636598	0.553728786109557	1.08721174831154	0.276943239918939	0.834659696315697	728517
2.97055042606191	4.08908039177385	2.30853983491599	1.77128431137627	0.0765134350049686	0	81399
97.4916435506815	-0.712982438571604	0.872378886934388	-0.817285297993723	0.413765406591822	0.898241048411685	101928626
0.313757275640218	2.08406843734438	3.31363452193945	0.628937326535513	0.529390087956972	0	100887749
2.85718504316784	1.20636675828533	1.2150209917908	0.992877297129891	0.320769754782642	0	100652939
0.287427024318033	-0.213874880662377	3.3516591598005	-0.0638116438650962	0.949120206692767	0	107075141
0.649911398403847	-0.58287020940028	3.19519612563871	-0.18242079249009	0.85525250951964	0	107075310
6.955799262445	0.312101873677577	0.935228927342822	0.333717087391985	0.738593054204645	0.968400847702506	106480796
1.36445458843539	0.659355898760393	1.97901485883896	0.33317379898159	0.73900309474187	0	107075270
62.2508679664373	0.692078141202603	1.02674965544932	0.674047600142357	0.500281051754555	0.926095297108386	81399
6.65374306491281	-0.911161183566869	0.953305157605069	-0.955791727651956	0.33917746852401	0.867167941936597	643837
2.04763879049482	-0.0687156384480169	2.26051678207899	-0.0303981987626826	0.975749481372472	0	388579
0.207142357612087	0.355390777915219	3.35247519753738	0.106008473433682	0.915575629244109	0	100130417
30.5260832938967	-0.775790960656359	1.07383358620594	-0.722449894119418	0.470017920654761	0.914546994051025	148398
1517.19448730078	0.179654612478757	0.382683356947284	0.46946021878737	0.638740713507764	0.954538292753458	26155
82.402673068506	0.45085445558898	0.675455608048811	0.667481993215459	0.504464307816446	0.926675244590038	339451
323.305796333277	-0.0883192072522333	0.62698152500638	-0.140864130328776	0.887977279389196	0.986003066226337	84069
65.9089241192536	-1.4920418567477	0.79995625286148	-1.86515431488985	0.062159777101244	0.534740245293812	84808
80.8396082312505	1.13323972862652	0.594215805134728	1.90711811909746	0.0565052934260124	0.512233587159569	57801
159.123316829899	-0.792693095039925	0.776233172351086	-1.0212048689429	0.307157386022646	0.851262786474112	9636
7702.04983631301	0.463721725352862	0.662370746562431	0.700093909278879	0.483868659290398	0.91975750164024	375790
7.1892789148783	-1.07580582549852	1.24875381730307	-0.861503533035783	0.388960776141574	0.886581324279258	401934
139.997182658756	-0.303867477326917	0.428373586206336	-0.709351573279666	0.478106331473821	0.91702101963808	54991
2.15872781405754	4.84919518422084	3.21151958198387	1.50993791581533	0.131059266687335	0	254099
10.787688413143	0.082080582578597	0.768503954479882	0.106805673673011	0.91494314628566	0.990939042156001	406984
17.0346024656479	-0.498511442337907	0.755020707682712	-0.660261946811927	0.509085745373681	0.927514513860579	406983
28.471128427674	-0.398525520456584	0.698041104120093	-0.570919847132699	0.568053976653235	0.942246502468934	554210
81.1393850089574	-1.58909848139115	0.568219635000339	-2.79662719045286	0.00516390810164183	0.172280569986755	100506376
38.0408134566023	-1.8585451029714	0.685208829175346	-2.71237763414136	0.00668024405064388	0.199842793853065	254173
85.8330310690008	-0.244245606850849	0.598501470015558	-0.408095249698384	0.683203747397095	0.962630368131394	8784
7.80445477131661	0.190679385925658	0.666546104108917	0.286070813031862	0.774823885626091	0.97403869230999	7293
418.976042887482	0.150180364318152	0.367384745743103	0.408782253640892	0.68269946442909	0.962537285490717	51150
14.1055727941536	0.351192061660215	0.816860747848494	0.429928923118426	0.667247345237986	0.960057680440594	126792
6.36169810689061	-0.819362096210448	1.09065234806807	-0.751258728468176	0.452496962164844	0.908954543975376	388581
321.943127724409	-0.0277101273415493	0.316551981002823	-0.0875373682823429	0.930244383825151	0.992667328537142	118424
33.1841599865512	0.148687608577151	0.609940594472873	0.243773918188953	0.807405921303462	0.977302002844586	6339
745.524252830655	-0.278380760623742	0.439870491401535	-0.632869824335689	0.526818654791828	0.931734127408537	116983
